SMILES,IC50 (nM)
CCOc1cc(C(C)(O)c2cccc(C)c2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12, 136
C=CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5cccnc5)cc4c32)cc1, 136
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(Cl)c(Cl)c(Cl)c4)nn32)CC1, 136
C=CC(=O)N1CCCC1CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12, 136
Nc1cccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)c1, 136
CC(=O)C(=O)Nc1cccc(-c2c[nH]c3ncc(NC(=O)OCc4cccc(C#N)c4)cc23)c1, 137
Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O, 137
Cc1c(-c2nc3c(-c4ccc5c(c4)CCC[C@@H]5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cnn1C(C)C, 137
Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCCC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O, 137
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(NC[C@H]3CN[C@H](CO)C3)c12, 137
CNC(=O)Cn1cc(-c2cnc(N)c3c(-c4ccc(C(=O)Nc5ccccc5)cc4)csc23)cn1, 137
C=CC(=O)NCCOc1cc(Cc2cccc(OC)c2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12, 138
Cc1oncc1C(=O)N1CCCC(n2nc(-c3ccc(C(=O)c4cccc(F)c4)cc3F)c3c(N)ncnc32)C1, 138
Cc1oncc1C(=O)N1CCCC(n2nc(-c3ccc(C(=O)c4cccc(F)c4)cc3F)c3c(N)ncnc32)C1, 138
COc1ccc(-c2ccc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCN(C)CC6)cc5)c4c3c2)cn1, 139
Cn1cc(-c2cccc(N3Cc4nc(C(C)(C)C)sc4C3=O)c2CO)cc(Nc2ccncn2)c1=O, 139
[C-]#[N+]C(=CC(C)(C)NC)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21, 140
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccccc4)nn32)CC1, 140
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cnccc12, 140
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cnccc12, 140
COc1cccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12, 140
COc1ccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc2c1, 140
CC(C)(C)c1ccccc1NC(=O)Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1, 140
C=CC(=O)N(C)Cc1cc2cc(C3CC3)ccc2c(=O)n1-c1cccc(-c2cc(N)c(=O)n(C)c2)c1CO, 140
O=C(Cc1ccccc1)Nc1ccc(Cl)c(C(=O)c2c[nH]c3ncnc(N[C@@H]4CC[C@@H](CO)OC4)c23)c1, 140
C=CC(=O)N1CCC[C@H](c2nn(-c3ccc(Oc4cc(F)ccc4F)cc3)c3cncc(F)c23)C1, 140
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2ncn(CCc3ccccc3)c2n1, 140
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccccc4)nn32)CC1, 140
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(S(=O)(=O)N(C)C)CC3)cc12, 140
Cc1c(-c2c(F)cc(C(=N)O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O, 140
Nc1nc(Nc2ccc(N3CCOCC3)cc2)nc(-c2cccc(NC(=O)c3ccc(C4CC4)cc3)c2CO)n1, 140
Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2CC2)c1=O, 140
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cnccc12, 140
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccccc4)nn32)CC1, 140
N#CC(=CC1CC1)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccc(F)c(F)c3)cc2)c2c(N)ncnc21, 140
CC(=O)N[C@H]1CCC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 141
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)C(C)NC3=O)c1, 141
CN[C@@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)cc1C, 141
C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(-n2ccccc2=O)nc1C, 141
CN[C@@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)cc1C, 141
C=CC(=O)N[C@H]1CC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 141
C=CC(=O)N[C@@H]1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2cnc(Oc3ccccc3)cc2C)C1, 141
CC(=O)N[C@H]1CCC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 141
N#CN1CCCC(n2nc(-c3ccc(Oc4ccc(F)cc4)cc3Cl)c(C(N)=O)c2N)C1, 141
Cc1cc(Oc2ccccc2)ncc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCC[C@H]3N)sc3nccc1c23, 141
Cc1cc(Oc2ccccc2)ncc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCC[C@H]3N)sc3nccc1c23, 141
CNC1CCC(NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)CC1, 141
C=CC(=O)N[C@H]1CC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 141
C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(-n2ccccc2=O)nc1C, 141
N#CN1CCCC(n2nc(-c3ccc(Oc4ccc(F)cc4)cc3Cl)c(C(N)=O)c2N)C1, 141
CNC1CCC(NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)CC1, 141
C=CC(=O)N[C@@H]1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2cnc(Oc3ccccc3)cc2C)C1, 141
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1, 142
N#Cc1cccc(NC(=O)c2ccc(C(=O)c3c[nH]c4ncnc(N[C@@H]5CC[C@@H](CO)OC5)c34)c(Cl)c2)c1, 142
C=CC(=O)N1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 142
Nc1ncnc2c1c(-c1cc(O)cc(Cl)c1)nn2C1Cc2ccccc2C1, 142
CC(C)(C)c1ccc(C(=O)NCc2ccc(-c3ncnc4[nH]ccc34)cc2)cc1, 142
N#CCC(=O)N1CCC[C@@H](Nc2nc(Nc3cnn(C4CC4)c3)nc3[nH]nc(Cl)c23)C1, 143
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)OCCN(C)C)cc2)c2ncn(C)c2n1, 143
Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O, 143
C=CC(=O)N1CCC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1, 143
Cc1c(NC(=O)c2ccc(N(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nccn2n1, 144
CCC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc4c(c3)OCCOCCOCCO4)nc3[nH]cnc23)C1, 144
CCC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc4c(c3)OCCOCCOCCO4)nc3[nH]cnc23)C1, 144
COc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12, 144
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1ccc2ccccc2c1=O, 144
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4nc(C(F)(F)F)c[nH]4)cc3)c12, 144.2
CC(C)(C)c1cc(F)c2c(c1)CCN(c1cccc(-c3cc(C(N)=O)c4[nH]nc(N)c4c3)c1CO)C2=O, 145
C=CC(=O)N[C@H]1CCCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccn2)cc1, 145
Cc1ccc(NC(=O)c2ccc3cc(Br)ccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1, 145
CNCC(=O)N[C@H]1CC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 145
CNCC(=O)N[C@H]1CC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 145
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1, 145
Cc1ccc(NC(=O)c2ccc3cc(Br)ccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1, 145
C=CC(=O)N[C@H]1CCCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccn2)cc1, 145
C=Cc1nccc(-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)c1F, 146
C=Cc1nccc(-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)c1F, 146
COc1cc(Oc2ccccc2)ccc1-n1ncc(C(=O)c2cc3ccccc3[nH]2)c1N, 146
C=CC(=O)N1CCCC(N2N=C(Nc3ccc(Oc4ccccc4)cc3)c3c[nH]c4ncnc2c34)C1, 146
C=CC(=O)N1CCC[C@@H](N(C)c2nc(Nc3cnoc3)nc3[nH]ccc23)C1, 146
C=CC(=O)N1CC[C@@H](c2nn(-c3ccc(Oc4ccccc4F)cc3)c3c(N)n[nH]c(=O)c23)C1, 146
C=CC(=O)Nc1cc(Nc2ncnc(Nc3ccc(C(=O)N4CCCCC4)cc3)n2)ccc1C, 146
C=Cc1nccc(-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)c1F, 146
CC#CC(=O)N1CC[C@H](c2cn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1, 146
C=Cc1nccc(-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)c1F, 146
C=CC(=O)c1nccc(-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)c1F, 146
C=CC(=O)N1CCC(c2cn(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c23)C1, 147
C=CC(=O)N1CCC(c2cn(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c23)C1, 147
C=CC(=O)N1CCC[C@H](c2nn(-c3ccc(Oc4cccc(F)c4F)cc3)c3c(N)n[nH]c(=O)c23)C1, 147
C=CC(=O)N1CC(N2N=C(Nc3cccc(Oc4ccccc4)c3)c3c[nH]c4ncnc2c34)C1, 148
Nc1ncnc2c1c(-c1ccc(Oc3c(F)c(F)cc(F)c3F)cc1F)nn2[C@@H]1CCN(C(=O)CCCl)C1, 148
CC(=O)N[C@H]1CCCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1cnc(Oc2ccccc2)cc1C, 148
Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1C[C@@H](O)C2, 148
Nc1ncnc2c1c(-c1ccc(Oc3c(F)c(F)cc(F)c3F)cc1F)nn2[C@@H]1CCN(C(=O)CCCl)C1, 148
CC(=O)N[C@H]1CCCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1cnc(Oc2ccccc2)cc1C, 148
C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)[nH]c23)C1, 149
C=CC(=O)Nc1cccc(-c2cn3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3[nH]2)c1, 150
COc1ccc(-n2ncc(C(=O)c3cc4cc(C(=O)N5CCOCC5)ccc4[nH]3)c2N)c(C)c1, 150
COC(=O)c1ccc2[nH]c(C(=O)c3cnn(-c4ccc(Oc5cccc(C#N)c5)cc4C)c3N)nc2c1, 150
COc1ccc(COc2cc(-c3cccc(-n4cnc5ccc(F)cc5c4=O)c3C)c3c(C)c(C)[nH]c3c2C(N)=O)cc1, 150
CC#CC(=O)N1CCc2ccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cc2C1, 150
C=CC(=O)N1CCc2c(cccc2-c2c(F)cc(C(N)=O)c3[nH]c(C(F)(F)F)c(C)c23)C1, 150
CC#CC(=O)N1CCC[C@H]1Cn1cc(C(N)=O)c(-c2ccc(Oc3ccccc3)cc2)n1, 150
COc1ccc(COc2cc(-c3cccc(-n4cnc5ccc(F)cc5c4=O)c3C)c3c(C)c(C)[nH]c3c2C(N)=O)cc1, 150
CC#CC(=O)N1CCc2ccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cc2C1, 150
C=CC(=O)N1CCc2c(cccc2-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 150
CC#CC(=O)N1CCc2ccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cc2C1, 150
Cc1ccccc1C(=O)c1c[nH]c2ncnc(NC[C@@H]3CC[C@@H](NC(=O)OC(C)(C)C)CO3)c12, 150
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O, 150
C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1, 150
CC#CC(=O)N1CCC[C@H]1Cn1cc(C(N)=O)c(-c2ccc(Oc3ccccc3)cc2)n1, 150
Cc1c(NC(=O)c2cc3c(s2)CCOC3)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1, 150
COc1ccc(-c2cnc3oc4ccc(=O)n(-c5ccc(NC(=O)CN(C)C)cc5)c4c3c2)cn1, 150
Cc1c(NC(=O)c2ccc(C(C)(C)O)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1, 150
C=CC(=O)Nc1cccc(-c2cn3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3[nH]2)c1, 150
COc1ccc(COc2cc(-c3cccc(-n4cnc5ccc(F)cc5c4=O)c3C)c3c(C)c(C)[nH]c3c2C(N)=O)cc1, 150
COc1ccc(COc2cc(-c3cccc(-n4cnc5ccc(F)cc5c4=O)c3C)c3c(C)c(C)[nH]c3c2C(N)=O)cc1, 150
COc1ccc(COc2cc(-c3cccc(-n4cnc5ccc(F)cc5c4=O)c3C)c3c(C)c(C)[nH]c3c2C(N)=O)cc1, 150
Cn1cnc2c(Nc3ccc(C(=O)N4CCOCC4)cc3)nc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3)cc21, 150
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1, 150
C=CC(=O)Nc1cccc(-c2cn3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3[nH]2)c1, 150
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(F)cc3)cc2)CC1, 150
O=C(Nc1cccc(C(=O)c2c[nH]c3ncnc(N[C@@H]4CC[C@@H](CO)OC4)c23)c1)c1ccccn1, 150
C=CC(=O)N1CCc2c(cccc2-c2c(F)cc(C(N)=O)c3[nH]c(C(F)(F)F)c(C)c23)C1, 150
C=CC(=O)N1CCc2c(cccc2-c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 150
C=CC(=O)N1CCc2c(cccc2-c2c(F)cc(C(N)=O)c3[nH]c(C(F)(F)F)c(C)c23)C1, 150
CN(C)CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5ccc(O)cc5)cc4c32)cc1, 150
C=CC(=O)Nc1cccc(-c2cn3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3[nH]2)c1, 150
Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc(C3CN(C)CC(=O)N3C)cc2)n1, 150
CC#CC(=O)N1CCc2ccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cc2C1, 150
CC#CC(=O)N1CCc2ccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cc2C1, 150
C=CC(=O)Nc1cccc(-c2cn3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3[nH]2)c1, 150
Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5ccc(C(C)(C)C)cc5)c(F)c4)ccnc3[nH]2)cn1, 151
Cc1cc(OC2CCCC2)ncc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCC[C@@H]3N)sc3nccc1c23, 151
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@H]3CCC[C@@H]3N)sc3nccc1c23, 151
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@H]3CCC[C@@H]3N)sc3nccc1c23, 151
CN1CCC(CC(=O)NC2CCCC(Nc3ncnc4[nH]cc(C(=O)c5ccccc5Cl)c34)C2)CC1, 151
Cc1cc(OC2CCCC2)ncc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCC[C@@H]3N)sc3nccc1c23, 151
CN(C)C/C=C/C(=O)N1CCC[C@@H](c2cn(-c3ccc(Oc4ccccc4F)cc3)c3c(N)n[nH]c(=O)c23)C1, 151
Cc1c(NC(=O)c2ccc(C3CC3)cc2F)cc(F)cc1-c1ncnc(N)c1OCCN(C)C(=O)/C=C/CN(C)C, 151
NC(=O)c1c(-c2ccc(OCC3CC3)cc2)nn2c1NCCC2c1ccccc1N, 152
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc([C@@](O)(CO)c4cccc(C(F)(F)F)c4)cc3)c12, 153
CC#CC(=O)N1CCCC(Nc2ncnc3[nH]cc(C(=O)N4CC(Oc5ccccc5)C4)c23)C1, 153
COc1ccc(-c2ccc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCN(C)CC6)cc5)c4c3c2)cn1, 153
CC#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)C1, 153
COc1ccc(-c2n[nH]c(NCc3c(F)cccc3Cl)n2)cc1OC, 153
N#CN1CCCC(n2nc(-c3cccc(Oc4ccccc4)c3)c(C(N)=O)c2N)C1, 154
COc1ccc(C)c(C(=O)c2c[nH]c3ncnc(N[C@H]4CC[C@@H](N)CC4)c23)c1, 154
Cc1ccccc1C(=O)c1c[nH]c2ncnc(N[C@H]3CC[C@@H](NC(=O)c4ccc(C(C)(C)C)cc4)CC3)c12, 154
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1N1Cc2ccccc2C1=O, 154
N#CN1CCCC(n2nc(-c3cccc(Oc4ccccc4)c3)c(C(N)=O)c2N)C1, 154
C=CC(=O)N[C@@H]1CCC[C@@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)cc1C, 155
C=CC(=O)N[C@@H]1CCCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)nc1C, 155
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCC[C@H]3N(C)C)sc3nccc1c23, 155
CC#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1, 155
CC(=O)Nc1cc(C(F)(F)F)ccc1Nc1nc(Nc2ccc3c(c2)OCCOCCOCCO3)nc2[nH]cnc12, 155
C=CC(=O)N1C[C@@H]2CC1(c1nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c3c(N)nccn13)CCO2, 155
C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c43)cc21, 155
CC(=O)Nc1cc(C(F)(F)F)ccc1Nc1nc(Nc2ccc3c(c2)OCCOCCOCCO3)nc2[nH]cnc12, 155
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCC[C@H]3N(C)C)sc3nccc1c23, 155
CC(=O)Nc1cc(C(F)(F)F)ccc1Nc1nc(Nc2ccc3c(c2)OCCOCCOCCO3)nc2[nH]cnc12, 155
CC#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(Br)cc5)cc4)[nH]c23)CC1, 155
C=CC(=O)N[C@@H]1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)nc2)C1, 155
C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c43)cc21, 155
Cc1c(NC(=O)c2ccccc2)cccc1-c1cc2[nH]cnc2c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1, 155
C=CC(=O)N[C@@H]1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)nc2)C1, 155
C=CC(=O)N[C@@H]1CCC[C@@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)cc1C, 155
C=CC(=O)N[C@@H]1CCCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)nc1C, 155
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)N4CCCC4)cc3)ncc2F)c1, 155
CCOC(=O)c1oc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)nc1C(F)(F)F, 155.3
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc([C@@](O)(c4ccccc4)C(F)(F)F)cc3)c12, 156
COCCOc1ccc(C(=O)c2c[nH]c3ncnc(N[C@@H]4CC[C@@H](CO)OC4)c23)c(Cl)c1, 156
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)C(C)(C)NC3=O)c1, 156
C=CC(=O)Nc1cccc(Nc2nc(Nc3cc4c(cc3F)COB4O)ncc2C(F)(F)F)c1, 156
O=C(Nc1cccnc1)c1ccc(C(=O)c2c[nH]c3ncnc(N[C@@H]4CC[C@@H](CO)OC4)c23)c(Cl)c1, 156
CNCC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2cccc(-c3ccccc3)c2)C1, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)NC3CC[C@@H](C)N(C)C3)sc3nccc1c23, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)NC3CC[C@H](C)NC3)sc3nccc1c23, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCCN(C(=O)/C(C#N)=C/C4(N)CC4)C3)sc3nccc1c23, 158
CNCC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2cccc(-c3ccccc3)c2)C1, 158
CCc1ccccc1Oc1ccc(N2C(=O)Nc3c(C(=O)N[C@@H]4CCCN(C(=O)/C(C#N)=C/C5CC5)C4)sc4nccc2c34)c(C)c1, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@H]3CN(C)C[C@@H]3F)sc3nccc1c23, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCCN(C(=O)CN4CCOCC4)C3)sc3nccc1c23, 158
COc1ccccc1Oc1ccc(N2C(=O)Nc3c(C(=O)N[C@@H]4CCCN(C)C4)sc4nccc2c34)c(C)c1, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3C[C@@H](O)CN(C)C3)sc3nccc1c23, 158
Cc1cccc(-c2cccc(N3C(=O)Nc4c(C(=O)N[C@@H]5CCCNC5)sc5nccc3c45)c2)c1, 158
O=C(N[C@@H]1CCCNC1)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)c(Cl)c1, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)NC3CC[C@H](C)NC3)sc3nccc1c23, 158
Cc1nc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCOC3)sc3nccc1c23, 158
Cc1cc(Oc2ccccc2)ccc1N1C(=O)Nc2c(C(=O)N[C@@H]3CCCN(C(=O)/C=C/CN4CCCCC4)C3)sc3nccc1c23, 158
C=CC(=O)N[C@@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1ccnc(C2CCC2)c1, 158
CO/C=C(\C#N)C(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 158
CNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 158
O=C(N[C@H]1CNC[C@@H]1O)c1sc2nccc3c2c1NC(=O)N3c1ccc(Oc2ccccc2)cc1, 158
C=CC(=O)N1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2cnc(Oc3ccccc3)nc2)C1, 158
CCCN1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1, 158
N#C/C(=C\C1CC1)C(=O)N1CCC[C@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2F)C1, 158
