SMILES,IC50 (nM)
Cc1cc(-n2c(=O)n(C3CCCN(C(=O)/C=C/CF)C3)c3ccnc(N)c32)ccc1Oc1ccccc1, 3.04
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@]2(C)CC[C@@H]3COC(=O)N3C2)n2ccnc(N)c12, 3.07
N#CC(=CC1CC1)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1, 3.10
CNCCNC(=O)c1ccc2[nH]c(C(=O)c3cnn(-c4ccc(Oc5ccccc5C(=O)N(C)C)cc4Cl)c3N)cc2c1, 3.10
CC#CC(=O)N(C)C1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.10
C=CC(=O)N1CCOc2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.10
N#CC(=CC1CC1)C(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1, 3.10
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1)N1CCNCC1, 3.10
C/C(=C\C(C)(C)c1ccccn1)C(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1, 3.10
Nc1nccn2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nc2[C@H]1CC[C@@H](C(=O)O)CC1, 3.10
CC#CC(=O)N(C)C1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.10
C=CC(=O)N1CCOc2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.10
N#CN1CCCC(n2nc(-c3ccc(Oc4cccc(Cl)c4F)cc3)c(C(N)=O)c2N)C1, 3.10
C=CC(=O)N1CCOc2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.10
CC#CC(=O)N1CC[C@]2(C1)C[C@H](n1nc(-c3cnn([C@H](C)c4cccc(C(F)(F)F)c4)c3)c(C(N)=O)c1N)C2, 3.10
N#CC(=CC1CC1)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1, 3.1
CC#CC(=O)N(C)C1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.10
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1ccc(CN2CCN(CC(C)C)CC2=O)c(C)c1, 3.1
C=CC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1, 3.1
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12, 3.1
CC1(C=C(C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)COC1, 3.1
CC1(C=C(C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)COC1, 3.1
N#CN1CCCC(n2nc(-c3ccc(Oc4cccc(Cl)c4F)cc3)c(C(N)=O)c2N)C1, 3.10
C=CC(=O)N1CC[C@H]1COc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C, 3.1
O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4ccc(OCCN5CCC5)cn4)cc23)c1CO, 3.1
C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(C(=O)NCc4ccccn4)cc3)c3c(N)ncnc32)C1=C, 3.1
CC1(C=C(C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)COC1, 3.10
CC1(C=C(C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)COC1, 3.10
C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1, 3.1
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1, 3.1
C=CC(=O)N1CCOc2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.10
C[C@H](O)C(=O)N[C@@H](C)[C@@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccc(Oc5ccccc5)cc4Cl)c23)CO1, 3.10
C=CC(=O)N1CC2CCCC2C1c1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)nccn12, 3.10
CCn1cc(Nc2nc(S[C@@H]3CCCN(C(=O)/C(C#N)=C/C(C)C)C3)c3c(Cl)c[nH]c3n2)cn1, 3.10
O=C(CN1CCC1)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1, 3.1
C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccc(Oc5ccccc5)cc4)c23)CO1, 3.10
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12, 3.1
CC1(/C=C(\C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)COC1, 3.1
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(F)cnc(N)c12, 3.1
CC1(C=C(C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)nccc43)C2)CCOCC1, 3.10
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2cc(Cl)ccn2c1=O, 3.1
O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO, 3.1
C=CC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1, 3.1
CC#CC(=O)N(C)C1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.10
C=CC(=O)N1CC(c2cc3cc(C)ccc3c(=O)n2-c2cccc(-c3ccc4[nH]ncc4c3)c2CO)C1, 3.10
CC#CC(=O)N(C)C1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.10
CCC(=O)N[C@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccccc4Cl)c23)CC1, 3.10
C=CC(=O)N1CCOc2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.10
C=CC(=O)Nc1cccc(N(C(=O)OCc2ccccc2)c2ccnc(Nc3cnn(C4CCOCC4)c3)n2)c1, 3.12
CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21, 3.14
CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21, 3.14
C=CC(=O)N1CC[C@H](N(C)c2nc(-c3n[nH]c(=O)[nH]3)cc3ccccc23)C1, 3.16
C=CC(=O)N1CC[C@H](Oc2nc(-c3n[nH]c(=O)[nH]3)cc3cccnc23)C1,<3.16
C=CC(=O)N1CC[C@H](Oc2nc(-c3n[nH]c(=O)[nH]3)cc3cccnc23)C1,<3.16
C=CC(=O)N1CC[C@H](N(C)c2nc(-c3n[nH]c(=O)[nH]3)cc3ccccc23)C1, 3.16
C=CC(=O)N1CC(Cn2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1, 3.17
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc4c(c3)OCCOCCOCCO4)nc3[nH]cnc23)C1, 3.17
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc4c(c3)OCCOCCOCCO4)nc3[nH]cnc23)C1, 3.17
CC(C)(C=C(C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21)N1CCOCC1, 3.20
CCNC(C)(C)C=C(C#N)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21, 3.20
C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(F)c(F)c3)nn21, 3.20
C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC)c(OC)c3)nn21, 3.20
N#Cc1cccc(Oc2ccc(-n3ncc(C(=O)c4cc5cc(C(=O)O)ccc5[nH]4)c3N)c(Cl)c2)c1F, 3.20
Nc1nccn2c([C@H]3CC[C@H]4[C@H](C(=O)O)[C@H]43)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12, 3.20
CC(C)[C@@]1(C(=O)O)CC[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)ncc(Cl)n23)C1, 3.20
COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@H]2CN(C3CC(C(=O)O)C3)[C@@H](C)CO2)n2ccnc(N)c12, 3.20
C=CC(=O)N1CCC[C@@H](n2cc(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)n2)C1, 3.20
C=CC(=O)N1CC2(CC(c3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)s3)C2)C1, 3.20
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn([C@H]2C[C@]3(CCN(C(=O)/C=C/CN4CCOCC4)C3)C2)c1N, 3.20
N#CN1CCCC(n2nc(-c3cccc(Oc4ccccc4)c3)c(C(N)=O)c2N)C1, 3.20
C=CC(=O)N1CC[C@@H](F)[C@@H](Nc2nc(Nc3cnoc3)nc3[nH]cc(Cl)c23)C1, 3.20
C[C@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12, 3.2
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5cccnc54)c3CO)ncc2c1, 3.2
C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC)c(OC)c3)nn21, 3.2
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(OC)cc4)nc3)c3c(N)ncnc32)C1, 3.20
C=CC(=O)N1CCC[C@@H](n2cc(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)n2)C1, 3.2
Cn1cc2c(n1)CCC[C@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21, 3.2
CCn1ncc2c1CCC[C@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21, 3.2
CCOCCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12, 3.2
C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(F)c(F)c3)nn21, 3.2
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn([C@H]2C[C@]3(CCN(C(=O)/C=C/CN4CCOCC4)C3)C2)c1N, 3.20
CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5nccs5)cc4F)c4c(N)nccn34)C2)COC1, 3.2
CC(C)/C=C(\C#N)C(=O)N[C@@H](C)Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21, 3.2
C=C(Br)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1, 3.20
C=CC(=O)N1CC2(CC(c3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)s3)C2)C1, 3.20
C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1, 3.2
NC(=O)c1c(-c2ccc(Oc3cccc(C(F)(F)F)n3)cc2)nn(C2CCCN(C(=O)/C=C/CF)C2)c1N, 3.20
CC(=O)N[C@H]1C[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccc(Oc5ccccc5)cc4)c23)C1, 3.20
COC1CN([C@H]2CC[C@@H](Nc3ncnc4[nH]cc(C(=O)c5ccccc5Cl)c34)CC2)C1, 3.20
CC(C)(C=C(C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21)N1CCOCC1, 3.2
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1, 3.2
N[C@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccc(Oc5ccccc5)cc4)c23)CC1, 3.20
NC(=O)c1c(-c2ccc(Oc3cccc(C(F)(F)F)n3)cc2)nn(C2CCCN(C(=O)/C=C/CF)C2)c1N, 3.20
Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O, 3.2
N#CC(=CC1CC1)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3cc(F)cc(F)c3)cc2F)c2c(N)ncnc21, 3.2
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)NCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)cc2)n1, 3.2
C=CC(=O)N1CCC[C@@H](n2cc(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)n2)C1, 3.20
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]nc(Cl)c23)C1, 3.20
CN1CCn2nc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)nn4ccnc34)cc2C1, 3.2
C[C@@H](O)C(=O)NC[C@@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccc(Oc5ccccc5)cc4)c23)CO1, 3.20
CN1CCn2nc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)nn4ccnc34)cc2C1, 3.2
N#CN1CCCC(n2nc(-c3cccc(Oc4ccccc4)c3)c(C(N)=O)c2N)C1, 3.20
C=CC(=O)N1CC(n2cc(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1, 3.27
C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccncn4)s3)nc3ccccc31)C2, 3.27
N#CC(=CC1CC1)C(=O)N1CCC[C@@H](n2cc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1, 3.30
CN(C)C(=O)c1ccccc1Oc1ccc(-n2ncc(C(=O)c3cc4cc(C(=O)N5CCOCC5)ccc4[nH]3)c2N)c(Cl)c1, 3.30
C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]ccc23)c1C, 3.30
C=CC(=O)N1CCC(Nc2ccc(C(N)=O)c3[nH]c(C)c(C)c23)CC1, 3.30
C=CC(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1CC[C@H](Nc2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1CC2CC2c2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.30
CC(=O)N1CCN(C(C)(C)C=C(C#N)C(=O)N2CCC[C@@H](n3c(=O)n(-c4ccc(Oc5ccccc5)cc4)c4c(N)nccc43)C2)CC1, 3.30
CC#CC(=O)N1CC2(CC(n3nc(-c4ccc(OCCC)cc4)c(C(N)=O)c3N)C2)C1, 3.30
Nc1nccc2c([C@@H]3CCCN(C(=O)C4CC4)C3)nn(-c3ccc(Oc4ccccc4)cc3)c12, 3.30
CC1(C(=O)N2CCC[C@@H](c3nn(-c4ccc(Oc5ccccc5)cc4)c4c(N)nccc34)C2)CC1, 3.30
C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]ccc23)c1C, 3.30
C=CC(=O)N1CCC(Nc2ccc(C(N)=O)c3[nH]c(C)c(C)c23)CC1, 3.30
C=CC(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1CC[C@H](Nc2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1C[C@@H]2C[C@@H]2c2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.30
C=CC(=O)N1CC[C@@H](F)[C@@H](Nc2nc(Nc3cnn(CC)c3)nc3[nH]cc(C)c23)C1, 3.30
C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]ccc23)c1C, 3.30
C=CC(=O)N1CCC(Nc2ccc(C(N)=O)c3[nH]c(C)c(C)c23)CC1, 3.30
C=CC(=O)N1C[C@@H]2C[C@@H]2c2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.30
N#CN1CCCC(n2nc(-c3ccc(Oc4ccccc4OC(F)(F)F)cc3)c(C(N)=O)c2N)C1, 3.30
C=CC(=O)N1C(c2nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c3c(N)nccn23)[C@H]2CC[C@@H]1C2, 3.30
C=CC(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.3
C=CC(=O)N1CC[C@H](Nc2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1CC[C@H](Nc2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1C[C@H]2C[C@H]2c2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.30
N#CN1CCCC(n2nc(-c3ccc(Oc4ccccc4OC(F)(F)F)cc3)c(C(N)=O)c2N)C1, 3.30
C=C1c2c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc3n2C[C@@H]1NC(=O)C#CC, 3.3
CC#CC(=O)N1CC[C@]2(C1)C[C@H](n1nc(-c3cnn(Cc4cc(C(F)(F)F)ccc4OC)c3)c(C(N)=O)c1N)C2, 3.30
C=CC(=O)N1CCC(Nc2ccc(C(N)=O)c3[nH]c(C)c(C)c23)CC1, 3.30
COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1, 3.3
N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H](n2cc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1, 3.3
N#CN1CC(c2cc3cc(C4CC4)ccc3c(=O)n2-c2cccc(-c3cc(N)ncn3)c2CO)C1, 3.30
N#CN1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c(C(N)=O)c2N)C1, 3.30
C=CC(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1C2CN[C@@H](C2)C1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12, 3.30
Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(CC(F)F)c2)n1, 3.3
C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]ccc23)c1C, 3.30
C=CC(=O)NC1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
C=CC(=O)N1CC[C@H](Nc2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.30
CN1CCC(c2ccc(Nc3cc(-c4cc(F)cc(N5CCc6c(sc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)C1, 3.3
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)nc3)c12, 3.3
C=CC(=O)N1CCC(Nc2ccc(C(N)=O)c3[nH]c(C)c(C)c23)CC1, 3.30
N#CN1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c(C(N)=O)c2N)C1, 3.30
NC(=O)[C@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccccc4Cl)c23)CC1, 3.30
C=CC(=O)N1CCC(Nc2ccc(C(N)=O)c3[nH]c(C)c(C)c23)CC1, 3.3
C=CC(=O)N1C[C@H](N(C)c2nc(Nc3cnn(CC)c3)nc3[nH]ccc23)CC[C@@H]1C, 3.30
CC#CC(=O)N1CC2(CC(n3nc(-c4ccc(OCCC)cc4)c(C(N)=O)c3N)C2)C1, 3.30
C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]ccc23)c1C, 3.30
C=CC(=O)N1C[C@@H]2C[C@@H]2c2c(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)cccc21, 3.30
Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12, 3.31
C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccnnc4)s3)nc3ccccc31)C2, 3.31
Cc1ccc(F)cc1Nc1nc2ccc(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12, 3.33
C=CC(=O)N1Cc2cccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)c2C(F)(F)C1, 3.40
C=CC(=O)N1CC[C@]2(C1)C[C@@H](n1nc(-c3ccc(Oc4ccccc4)nc3)c(C(N)=O)c1N)C2, 3.40
C=CC(=O)N1Cc2cccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)c2C(F)(F)C1, 3.40
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(O)(c4ccccc4)C(F)(F)F)cc3)c12, 3.40
CC(C)C(=O)N[C@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccccc4Cl)c23)CC1, 3.40
C=CC(=O)N1CC[C@@H](F)[C@@H](Oc2nc(Nc3cnn(CC)c3)nc3[nH]cc(C)c23)C1, 3.40
COc1nccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)n1, 3.4
C=CC(=O)N1Cc2cccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)c2C(F)(F)C1, 3.40
CC1(C(=O)N2CCC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC2)COC1, 3.4
CC(C)N(C)Cc1ccc(Nc2cc(-c3cc(F)cc(N4CCc5c(sc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1, 3.4
C=CC(=O)N1CC[C@]2(C1)C[C@@H](n1nc(-c3ccc(Oc4ccccc4)nc3)c(C(N)=O)c1N)C2, 3.40
CN(C)CCN(C)c1ccc(Nc2cc(-c3cc(F)cc(N4CCc5c(sc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1, 3.4
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1, 3.4
CCn1cc(Nc2nc(N[C@H]3CN(C(=O)/C(C#N)=C/C(C)C)CC[C@H]3F)c3c(Cl)n[nH]c3n2)cn1, 3.40
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(NC(=O)c4ccc(OC)c(OC)c4)c4c3OCO4)c3c(N)ncnc32)C1, 3.4
C=CC(=O)N1Cc2cccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)c2C(F)(F)C1, 3.40
C=CC(=O)N1C[C@H](Nc2nc(Nc3cnsc3)nc3[nH]cc(Cl)c23)CC[C@@H]1C, 3.40
Cc1cc(Cl)ccc1Oc1ccc(-c2nn(C3CCCN(C#N)C3)c(N)c2C(N)=O)cc1, 3.40
Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(CC3CC3)c2)n1, 3.4
C=CC(=O)N1Cc2cccc(-c3c(F)cc(C(N)=O)c4[nH]c(C)c(C)c34)c2C(F)(F)C1, 3.40
O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(C4=CCN(C5CCOCC5)CC4)cc23)c1CO, 3.4
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cc(C)ns3)nc3[nH]cc(F)c23)C1, 3.40
Cc1cc(Cl)ccc1Oc1ccc(-c2nn(C3CCCN(C#N)C3)c(N)c2C(N)=O)cc1, 3.40
CN(C(=O)CC1CCOCC1)[C@H]1CC[C@@H](Nc2ncnc3[nH]cc(C(=O)c4ccccc4Cl)c23)CC1, 3.40
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)c(Cl)cc1-c1nc([C@]2(C)CC[C@H]3CN(C(C)C)CC(=O)N3C2)n2ccnc(N)c12, 3.41
C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccc(CO)nc4)s3)nc3ccccc31)C2, 3.45
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1, 3.48
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1, 3.48
C=CC(=O)NC1(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1, 3.50
Cc1cc(Oc2cccc(Br)c2)ccc1-n1ncc(C(=O)c2cc3cc(C(=O)N4CCOCC4)ccc3[nH]2)c1N, 3.50
C=CC(=O)N1CCCC(c2ccc(C(N)=O)c3[nH]cc(C)c23)C1, 3.50
C=CS(=O)(=O)NC1CCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.50
C=Cc1ccc(C(C)c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)cn1, 3.50
CC#CC(=O)N1CC=C(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1, 3.50
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)c(F)c3)c3c(N)nccc32)C1)N1CCN(C2COC2)CC1, 3.50
C=CC(=O)N1CC2(CC(n3cc(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)n3)C2)C1, 3.50
CC#CC(=O)N1CC2(CC(n3nc(-c4ccc(OCC(F)(F)F)cc4)c(C(N)=O)c3N)C2)C1, 3.50
C=CC(=O)N1CC[C@]2(C1)C[C@@H](n1nc(-c3ccc(Oc4ccccc4)cn3)c(C(N)=O)c1N)C2, 3.50
CC#CC(=O)N1CC[C@]2(C1)C[C@H](n1nc(-c3ccc(OCCC)c(Cl)c3)c(C(N)=O)c1N)C2, 3.50
